,Unnamed: 0,title,location1,location2,location3,area,orientation,room_type,price
266,266,整租·兰州中心写字楼 1室1厅 南/西,七里河区,西站,兰州中心写字楼,70.37㎡,南 西,1室1厅1卫,5000
268,268,整租·洪泰伟业小区 1室1厅 东/西,七里河区,晏家坪,洪泰伟业小区,588.00㎡,东 西,1室1厅1卫,26460
269,269,整租·兰石 豪布斯卡 1室0厅 南,七里河区,仁恒美林郡,兰石 豪布斯卡,108.00㎡,南,1室0厅1卫,8500
270,270,整租·兰州中心写字楼 1室1厅 南,七里河区,西站,兰州中心写字楼,190.00㎡,南,1室1厅0卫,13000
271,271,整租·兰州中心写字楼 1室0厅 东,七里河区,西站,兰州中心写字楼,80.83㎡,东,1室0厅0卫,7200
272,272,整租·兰州中心写字楼 1室0厅 东,七里河区,西站,兰州中心写字楼,80.83㎡,东,1室0厅1卫,5000
273,273,整租·佳和商务中心 1室1厅 南,七里河区,西站,佳和商务中心,145.00㎡,南,1室1厅1卫,9500
274,274,整租·兰州中天健广场 1室1厅 南,七里河区,仁恒美林郡,兰州中天健广场,68.00㎡,南,1室1厅1卫,5500
276,276,整租·兰州中天健广场 1室1厅 北,七里河区,仁恒美林郡,兰州中天健广场,136.00㎡,北,1室1厅1卫,20000
277,277,整租·兰州中心写字楼 1室1厅 南,七里河区,西站,兰州中心写字楼,227.40㎡,南,1室1厅1卫,20000
278,278,整租·兰州中天健广场 1室1厅 东/北,七里河区,仁恒美林郡,兰州中天健广场,135.00㎡,东 北,1室1厅1卫,12500
280,280,整租·兰州中天健广场 1室0厅 东北,七里河区,仁恒美林郡,兰州中天健广场,139.00㎡,东北,1室0厅0卫,20000
281,281,整租·兰州中天健广场 1室1厅 南,七里河区,仁恒美林郡,兰州中天健广场,90.00㎡,南,1室1厅1卫,8100
282,282,整租·兰州中天健广场 1室1厅 西,七里河区,仁恒美林郡,兰州中天健广场,80.00㎡,西,1室1厅1卫,7500
284,284,整租·融信大厦 1室1厅 东南,七里河区,吴家园,融信大厦,240.00㎡,东南,1室1厅1卫,60000
285,285,整租·西部广场 1室0厅 南,七里河区,建工局,西部广场,160.00㎡,南,1室0厅1卫,5500
286,286,整租·兰州中天健广场 1室1厅 南,七里河区,仁恒美林郡,兰州中天健广场,190.00㎡,南,1室1厅1卫,17000
287,287,整租·兰州中天健广场 1室1厅 南,七里河区,仁恒美林郡,兰州中天健广场,122.00㎡,南,1室1厅1卫,10000
288,288,整租·兰州中心写字楼 1室1厅 东/北,七里河区,西站,兰州中心写字楼,150.00㎡,东 北,1室1厅0卫,12000
289,289,整租·兰州中天健广场 1室1厅 南,七里河区,仁恒美林郡,兰州中天健广场,74.42㎡,南,1室1厅1卫,6000
293,293,整租·佳和商务中心 1室0厅 南,七里河区,西站,佳和商务中心,80.00㎡,南,1室0厅1卫,5000
294,294,整租·兰州中心写字楼 1室0厅 北,七里河区,西站,兰州中心写字楼,81.00㎡,北,1室0厅1卫,5600
295,295,整租·兰州中天健广场 1室0厅 北,七里河区,仁恒美林郡,兰州中天健广场,56.00㎡,北,1室0厅1卫,5200
296,296,整租·兰通·南苑 1室0厅 东,七里河区,郑家庄,兰通·南苑,150.00㎡,东,1室0厅1卫,5000
297,297,整租·佳和商务中心 1室0厅 西,七里河区,西站,佳和商务中心,600.00㎡,西,1室0厅1卫,36000
298,298,整租·兰州中心写字楼 1室1厅 南,七里河区,西站,兰州中心写字楼,154.00㎡,南,1室1厅1卫,12326
302,302,整租·兰州中天健广场 1室0厅 北,七里河区,仁恒美林郡,兰州中天健广场,114.00㎡,北,1室0厅2卫,15000
303,303,整租·恒大翡翠华庭 4室2厅 南/北,七里河区,郑家庄,恒大翡翠华庭,150.00㎡,南 北,4室2厅2卫,3200
305,305,整租·福宁雅苑 4室2厅 南/北,七里河区,吴家园,福宁雅苑,137.00㎡,南 北,4室2厅2卫,3000
306,306,整租·甘南小区 4室2厅 南/北,七里河区,晏家坪,甘南小区,168.00㎡,南 北,4室2厅2卫,3000
307,307,整租·明珠家园 4室2厅 南/北,七里河区,仁恒美林郡,明珠家园,178.00㎡,南 北,4室2厅2卫,4700
308,308,整租·仁恒美林郡 4室2厅 东/北,七里河区,金港城,仁恒美林郡,87.00㎡,东 北,4室2厅2卫,3650
309,309,整租·明珠家园 4室2厅 南,七里河区,仁恒美林郡,明珠家园,170.00㎡,南,4室2厅1卫,4200
311,311,整租·时代海德堡庄园 5室2厅 南/北,七里河区,晏家坪,时代海德堡庄园,183.00㎡,南 北,5室2厅2卫,4300
312,312,整租·恒大名都 4室2厅 南/北,七里河区,秀川,恒大名都,170.00㎡,南 北,4室2厅2卫,3000
313,313,整租·西藏佳苑 4室2厅 北,七里河区,建工局,西藏佳苑,151.00㎡,北,4室2厅2卫,3600
314,314,整租·兰石豪布斯卡珍园 4室1厅 南,七里河区,仁恒美林郡,兰石豪布斯卡珍园,125.38㎡,南,4室1厅1卫,4000
315,315,整租·佳恒名苑 4室2厅 南/北,七里河区,秀川,佳恒名苑,178.00㎡,南 北,4室2厅2卫,4500
316,316,整租·金港城（金港花园） 4室2厅 南/北,七里河区,金港城,金港城（金港花园）,170.00㎡,南 北,4室2厅2卫,3500
317,317,整租·恒大帝景 4室2厅 南/北,七里河区,秀川,恒大帝景,181.00㎡,南 北,4室2厅2卫,4900
318,318,整租·电力小区（瓜州路） 4室2厅 南/北,七里河区,吴家园,电力小区（瓜州路）,172.00㎡,南 北,4室2厅2卫,4500
320,320,整租·建工东院（建工中街） 5室1厅 南/西/北,七里河区,建工局,建工东院（建工中街）,199.00㎡,南 西 北,5室1厅2卫,4600
321,321,整租·兰滨小区 4室2厅 南/北,七里河区,吴家园,兰滨小区,160.00㎡,南 北,4室2厅2卫,4000
322,322,整租·西津广场小区 4室2厅 南,七里河区,建工局,西津广场小区,193.00㎡,南,4室2厅2卫,4700
323,323,整租·恒大名都 4室2厅 南/北,七里河区,秀川,恒大名都,167.00㎡,南 北,4室2厅2卫,4300
324,324,整租·宜和馨园 4室1厅 南/北,七里河区,西站,宜和馨园,128.00㎡,南 北,4室1厅1卫,3000
325,325,整租·明珠家园 4室2厅 南/北,七里河区,仁恒美林郡,明珠家园,165.00㎡,南 北,4室2厅2卫,4200
326,326,整租·曦华源 5室2厅 东南,七里河区,曦华源,曦华源,186.00㎡,东南,5室2厅2卫,4900
331,331,整租·兰州供电公司小区家属楼 4室1厅 东/南,七里河区,建工局,兰州供电公司小区家属楼,91.00㎡,东 南,4室1厅1卫,3000
333,333,整租·恒大名都 4室2厅 南,七里河区,秀川,恒大名都,167.88㎡,南,4室2厅2卫,4500
336,336,整租·阳光家园紫荆苑 4室2厅 南/北,七里河区,西站,阳光家园紫荆苑,140.00㎡,南 北,4室2厅1卫,4500
337,337,整租·兰石豪布斯卡珑园 4室2厅 南/北,七里河区,仁恒美林郡,兰石豪布斯卡珑园,162.00㎡,南 北,4室2厅2卫,4500
338,338,整租·百郦湾 4室2厅 南/北,七里河区,秀川,百郦湾,143.00㎡,南 北,4室2厅2卫,3500
340,340,整租·恒大名都 4室2厅 南,七里河区,秀川,恒大名都,167.00㎡,南,4室2厅2卫,3800
341,341,整租·恒大名都 4室2厅 东南/北,七里河区,秀川,恒大名都,171.00㎡,东南 北,4室2厅2卫,4200
342,342,整租·绿墅园 5室2厅 南/北,七里河区,秀川,绿墅园,194.00㎡,南 北,5室2厅1卫,4500
343,343,整租·恒大名都 4室2厅 南/北,七里河区,秀川,恒大名都,150.00㎡,南 北,4室2厅2卫,3000
344,344,整租·阳光家园紫荆苑 4室2厅 南/北,七里河区,西站,阳光家园紫荆苑,135.40㎡,南 北,4室2厅1卫,3700
345,345,整租·阳光家园紫荆苑 4室1厅 南/北,七里河区,西站,阳光家园紫荆苑,120.00㎡,南 北,4室1厅2卫,4000
346,346,整租·明珠家园 4室2厅 南,七里河区,仁恒美林郡,明珠家园,173.00㎡,南,4室2厅2卫,4500
347,347,整租·恒大翡翠华庭 4室2厅 南/北,七里河区,郑家庄,恒大翡翠华庭,154.00㎡,南 北,4室2厅2卫,3200
348,348,整租·百合家园 4室2厅 南/北,七里河区,金港城,百合家园,220.00㎡,南 北,4室2厅2卫,4000
349,349,整租·百合家园 4室2厅 南/北,七里河区,金港城,百合家园,215.00㎡,南 北,4室2厅2卫,4500
350,350,整租·大唐宫 4室1厅 南/北,七里河区,建工局,大唐宫,162.00㎡,南 北,4室1厅2卫,4200
351,351,整租·恒大名都 4室2厅 南/北,七里河区,秀川,恒大名都,167.00㎡,南 北,4室2厅2卫,4000
352,352,整租·兰石豪布斯卡琨园 4室2厅 南/北,七里河区,金港城,兰石豪布斯卡琨园,150.00㎡,南 北,4室2厅2卫,4500
353,353,整租·百郦湾 4室2厅 南/北,七里河区,秀川,百郦湾,145.00㎡,南 北,4室2厅2卫,3000
354,354,整租·花玺小镇 4室2厅 南/北,七里河区,五泉广场,花玺小镇,172.00㎡,南 北,4室2厅1卫,4000
355,355,整租·七里河人民检察院家属院（敦煌路） 4室2厅 南/北,七里河区,皋兰东区,七里河人民检察院家属院（敦煌路）,198.00㎡,南 北,4室2厅2卫,4000
356,356,整租·建工▪瑞景 5室2厅 南/北,城关区,火车站,建工▪瑞景,198.00㎡,南 北,5室2厅1卫,6500
357,357,整租·海天·新都南区 4室1厅 复式 南/北,城关区,火车站,海天·新都南区,248.00㎡,南 北,4室1厅1卫,9200
358,358,整租·金生大厦 4室1厅 南,城关区,东部,金生大厦,178.00㎡,南,4室1厅1卫,7000
359,359,整租·中环广场 4室2厅 南/北,城关区,西关南关,中环广场,215.00㎡,南 北,4室2厅2卫,10000
360,360,整租·人防大厦 4室2厅 南/北,城关区,万达大润发,人防大厦,266.25㎡,南 北,4室2厅2卫,9000
361,361,整租·金河小区 4室2厅 南/北,城关区,雁滩高新区,金河小区,300.00㎡,南 北,4室2厅2卫,8000
362,362,整租·时代广场 4室1厅 西南,城关区,西关南关,时代广场,227.00㎡,西南,4室1厅2卫,10000
363,363,整租·中广商务大厦 7室1厅 西/北,城关区,西关南关,中广商务大厦,336.00㎡,西 北,7室1厅1卫,21840
364,364,整租·兰州高新技术创新园 4室2厅 北,城关区,雁滩高新区,兰州高新技术创新园,213.57㎡,北,4室2厅2卫,8600
365,365,整租·中海国际 4室2厅 南,城关区,西关南关,中海国际,190.00㎡,南,4室2厅1卫,10500
366,366,整租·常顺苑 5室2厅 东/西,城关区,万达大润发,常顺苑,233.00㎡,东 西,5室2厅2卫,6000
367,367,整租·名城广场 9室0厅 东/南/西/北,城关区,黄河北,名城广场,1000.00㎡,东 南 西 北,9室0厅7卫,80000
368,368,整租·市国税一分局家属院（庆阳路） 4室2厅 南/北,城关区,西关南关,市国税一分局家属院（庆阳路）,276.00㎡,南 北,4室2厅2卫,6500
369,369,整租·弘业大厦 7室1厅 东南,城关区,西关南关,弘业大厦,380.00㎡,东南,7室1厅2卫,30000
370,370,整租·翡翠郡 6室2厅 复式 南/北,城关区,碧桂园,翡翠郡,265.00㎡,南 北,6室2厅1卫,8300
371,371,整租·正茂海龙花园 4室3厅 南,城关区,北面滩,正茂海龙花园,190.00㎡,南,4室3厅2卫,6000
372,372,整租·欣月湖 5室2厅 南/北,城关区,万达大润发,欣月湖,268.00㎡,南 北,5室2厅3卫,7119
373,373,整租·新港城 4室2厅 南/北,城关区,北面滩,新港城,162.00㎡,南 北,4室2厅2卫,6800
374,374,整租·和泰馨和园 4室2厅 南/北,城关区,北面滩,和泰馨和园,170.00㎡,南 北,4室2厅2卫,7000
375,375,整租·万达公馆 4室2厅 南/北,城关区,万达大润发,万达公馆,258.00㎡,南 北,4室2厅5卫,13000
376,376,整租·东丽大厦 4室2厅 东/东南/南,城关区,西关南关,东丽大厦,438.00㎡,东 东南 南,4室2厅3卫,15000
377,377,整租·乾昌大厦 6室1厅 西,城关区,西关南关,乾昌大厦,180.00㎡,西,6室1厅1卫,6000
378,378,整租·时代广场 4室2厅 东,城关区,西关南关,时代广场,150.00㎡,东,4室2厅1卫,9000
379,379,整租·兰州高新技术创新园 6室2厅 南/北,城关区,雁滩高新区,兰州高新技术创新园,321.00㎡,南 北,6室2厅1卫,13300
380,380,整租·中信大厦 5室2厅 东南,城关区,西关南关,中信大厦,260.00㎡,东南,5室2厅1卫,8000
381,381,整租·仁恒国际 4室2厅 东/南/西,城关区,火车站,仁恒国际,221.00㎡,东 南 西,4室2厅2卫,7800
382,382,整租·人防大厦 4室2厅 南,城关区,万达大润发,人防大厦,153.00㎡,南,4室2厅2卫,5000
383,383,整租·招银大厦 4室2厅 南/北,城关区,东方红广场,招银大厦,163.00㎡,南 北,4室2厅2卫,6000
384,384,整租·远达维斯特大厦（私人府邸） 5室1厅 南/北,城关区,东方红广场,远达维斯特大厦（私人府邸）,578.00㎡,南 北,5室1厅1卫,31000
385,385,整租·静安小区 9室2厅 南/北,城关区,西关南关,静安小区,413.00㎡,南 北,9室2厅1卫,15000
386,386,整租·万达公馆 4室2厅 南/北,城关区,万达大润发,万达公馆,253.69㎡,南 北,4室2厅4卫,18000
387,387,整租·泰生大厦 5室1厅 南/北,城关区,西关南关,泰生大厦,191.58㎡,南 北,5室1厅1卫,5500
388,388,整租·兰州高新技术创新园 4室2厅 南/北,城关区,雁滩高新区,兰州高新技术创新园,214.00㎡,南 北,4室2厅2卫,9500
389,389,整租·世纪广场 6室0厅 南/西/北,城关区,西关南关,世纪广场,1100.00㎡,南 西 北,6室0厅1卫,55000
390,390,整租·水电局家属院 5室2厅 复式 东/南/西,城关区,黄河北,水电局家属院,287.70㎡,东 南 西,5室2厅3卫,8000
391,391,整租·长青开发公司家属院 4室2厅 南/西/北,城关区,西关南关,长青开发公司家属院,227.39㎡,南 西 北,4室2厅2卫,6500
392,392,整租·银河国际A区 5室2厅 复式 南,城关区,碧桂园,银河国际A区,235.00㎡,南,5室2厅3卫,8000
393,393,整租·天水路高层铁路职工住宅楼 6室1厅 西,城关区,火车站,天水路高层铁路职工住宅楼,316.00㎡,西,6室1厅1卫,12500
394,394,整租·高新大厦 5室2厅 东/东南/南,城关区,雁滩高新区,高新大厦,560.00㎡,东 东南 南,5室2厅1卫,30800
395,395,整租·良志嘉年华二期 5室2厅 南/北,城关区,万达大润发,良志嘉年华二期,193.00㎡,南 北,5室2厅5卫,7000
396,396,整租·煤炭局家属院 4室2厅 南/西,城关区,兰大盘旋路,煤炭局家属院,145.73㎡,南 西,4室2厅1卫,5500
397,397,整租·鸿运润园 4室2厅 复式 南/北,城关区,北面滩,鸿运润园,177.12㎡,南 北,4室2厅2卫,6800
398,398,整租·名城广场 4室2厅 东南,城关区,黄河北,名城广场,224.00㎡,东南,4室2厅2卫,9000
399,399,整租·市城关区支行家属楼（武都路） 4室2厅 北,城关区,西关南关,市城关区支行家属楼（武都路）,200.00㎡,北,4室2厅1卫,5000
400,400,整租·永利大厦 5室2厅 南,城关区,东方红广场,永利大厦,701.15㎡,南,5室2厅1卫,58000
401,401,整租·城乡工业设计院家属院 4室2厅 南/北,城关区,东方红广场,城乡工业设计院家属院,170.00㎡,南 北,4室2厅2卫,5500
402,402,整租·康桥郡 5室2厅 复式 南/北,城关区,碧桂园,康桥郡,265.00㎡,南 北,5室2厅3卫,8000
403,403,整租·信生大厦 5室2厅 东,城关区,西关南关,信生大厦,190.00㎡,东,5室2厅0卫,8300
404,404,整租·中海国际 6室2厅 东南,城关区,西关南关,中海国际,372.00㎡,东南,6室2厅2卫,26040
405,405,整租·仁恒国际 4室2厅 东/南,城关区,火车站,仁恒国际,190.00㎡,东 南,4室2厅2卫,6800
406,406,整租·万盛商务大厦 4室1厅 西南,城关区,西关南关,万盛商务大厦,275.00㎡,西南,4室1厅0卫,15000
407,407,整租·凯大大厦 4室2厅 西南,城关区,东方红广场,凯大大厦,210.00㎡,西南,4室2厅2卫,7500
408,408,整租·民安大厦 8室1厅 东/南/北,城关区,西关南关,民安大厦,399.50㎡,东 南 北,8室1厅1卫,13000
409,409,整租·华富小区（秦安路） 7室1厅 东/西/北,城关区,东方红广场,华富小区（秦安路）,270.00㎡,东 西 北,7室1厅1卫,30000
410,410,整租·贡元巷22-38号 4室2厅 南/北,城关区,西关南关,贡元巷22-38号,200.00㎡,南 北,4室2厅2卫,6500
411,411,整租·民基大厦 5室2厅 南,城关区,西关南关,民基大厦,214.28㎡,南,5室2厅1卫,8000
412,412,整租·民安大厦 5室1厅 东南/南,城关区,西关南关,民安大厦,276.15㎡,东南 南,5室1厅1卫,13800
413,413,整租·光源大厦 4室1厅 南,城关区,东方红广场,光源大厦,186.00㎡,南,4室1厅1卫,9000
414,414,整租·乾昌大厦 7室1厅 东/西/北,城关区,西关南关,乾昌大厦,767.00㎡,东 西 北,7室1厅1卫,23000
415,415,整租·凤鑫大厦 4室2厅 东南,城关区,西关南关,凤鑫大厦,160.00㎡,东南,4室2厅1卫,6000
416,416,整租·至诚枫叶国际 4室2厅 南/北,城关区,万达大润发,至诚枫叶国际,191.00㎡,南 北,4室2厅2卫,6500
417,417,整租·中盐大厦 4室2厅 南/北,城关区,东方红广场,中盐大厦,168.00㎡,南 北,4室2厅1卫,6000
418,418,整租·泰生大厦 5室1厅 南,城关区,西关南关,泰生大厦,198.00㎡,南,5室1厅1卫,5200
419,419,整租·福文大厦 4室2厅 南/北,城关区,东方红广场,福文大厦,150.00㎡,南 北,4室2厅1卫,6000
420,420,整租·兴隆大厦 5室2厅 南,城关区,西关南关,兴隆大厦,198.00㎡,南,5室2厅2卫,5200
421,421,整租·仁恒国际 4室2厅 复式 南/西/北,城关区,火车站,仁恒国际,163.00㎡,南 西 北,4室2厅1卫,8500
422,422,整租·田园之家 5室1厅 南/北,城关区,西关南关,田园之家,180.00㎡,南 北,5室1厅2卫,10000
423,423,整租·万盛大厦 4室2厅 西南,城关区,西关南关,万盛大厦,197.00㎡,西南,4室2厅2卫,5000
424,424,整租·万达公馆 4室2厅 南/北,城关区,万达大润发,万达公馆,253.80㎡,南 北,4室2厅4卫,14000
425,425,整租·御景东方 4室2厅 复式 南/北,城关区,万达大润发,御景东方,273.20㎡,南 北,4室2厅3卫,12000
